Cell_ID	cell_types	week	Gene_num	Pre_Map_Reads	Aligned_Reads	MappingRate	pfc
GW08_PFC1_sc1	Neurons	GW08	4405	5941167	4622105	77.80%	PFC1
GW08_PFC1_sc11	Stem cells	GW08	2058	544878	418086	76.70%	PFC1
GW08_PFC1_sc12	Neurons	GW08	2967	778157	604185	77.60%	PFC1
GW08_PFC1_sc13	Neurons	GW08	2348	792592	604056	76.20%	PFC1
GW08_PFC1_sc14	Neurons	GW08	2410	983852	790058	80.30%	PFC1
GW08_PFC1_sc15	Neurons	GW08	2508	901838	707992	78.50%	PFC1
GW08_PFC1_sc16	GABAergic neurons	GW08	3284	1039615	781163	75.10%	PFC1
GW08_PFC1_sc17	Neurons	GW08	3741	1559119	1161996	74.50%	PFC1
GW08_PFC1_sc18	Stem cells	GW08	3463	1759098	1374191	78.10%	PFC1
GW08_PFC1_sc19	GABAergic neurons	GW08	2354	845884	638888	75.50%	PFC1
GW08_PFC1_sc2	GABAergic neurons	GW08	3587	1288826	1025863	79.60%	PFC1
GW08_PFC1_sc20	Neurons	GW08	3501	2160257	1748850	81.00%	PFC1
GW08_PFC1_sc21	Neurons	GW08	3161	1443796	1192765	82.60%	PFC1
GW08_PFC1_sc22	Neurons	GW08	2304	1155296	907385	78.50%	PFC1
GW08_PFC1_sc24	Neurons	GW08	2087	981204	782692	79.80%	PFC1
GW08_PFC1_sc25	Neurons	GW08	3462	2130924	1694835	79.50%	PFC1
GW08_PFC1_sc3	Neurons	GW08	2866	1273574	1019595	80.10%	PFC1
GW08_PFC1_sc4	Neurons	GW08	2140	1005001	778936	77.50%	PFC1
GW08_PFC1_sc5	Microglia	GW08	4119	3034624	2346561	77.30%	PFC1
GW08_PFC1_sc6	Microglia	GW08	3518	1473255	1145249	77.70%	PFC1
GW08_PFC1_sc7	Stem cells	GW08	3363	1969061	1580655	80.30%	PFC1
GW08_PFC1_sc8	Neurons	GW08	3767	1569758	1224352	78.00%	PFC1
GW08_PFC1_sc9	Neurons	GW08	3536	2141100	1650671	77.10%	PFC1
GW09_PFC1_sc1	Stem cells	GW09	3583	4331499	2980068	68.80%	PFC1
GW09_PFC1_sc10	Neurons	GW09	3130	2551563	1921274	75.30%	PFC1
GW09_PFC1_sc11	Stem cells	GW09	3005	789249	520661	66.00%	PFC1
GW09_PFC1_sc12	Neurons	GW09	2701	1058199	792044	74.80%	PFC1
GW09_PFC1_sc13	Neurons	GW09	2761	1992232	1095559	55.00%	PFC1
GW09_PFC1_sc14	Neurons	GW09	2924	2220120	1715671	77.30%	PFC1
GW09_PFC1_sc15	Neurons	GW09	2819	2671302	1983530	74.30%	PFC1
GW09_PFC1_sc16	Neurons	GW09	3396	2301463	1814183	78.80%	PFC1
GW09_PFC1_sc17	Stem cells	GW09	3423	3615294	2851966	78.90%	PFC1
GW09_PFC1_sc18	Neurons	GW09	3858	3760875	2947601	78.40%	PFC1
GW09_PFC1_sc19	Stem cells	GW09	2114	1404698	1039775	74.00%	PFC1
GW09_PFC1_sc2	Stem cells	GW09	2586	2298395	1432939	62.30%	PFC1
GW09_PFC1_sc20	Stem cells	GW09	2290	952176	648679	68.10%	PFC1
GW09_PFC1_sc21	Neurons	GW09	2912	616371	467672	75.90%	PFC1
GW09_PFC1_sc22	Stem cells	GW09	2978	1621266	1281479	79.00%	PFC1
GW09_PFC1_sc23	Stem cells	GW09	3539	2048332	1622886	79.20%	PFC1
GW09_PFC1_sc24	Stem cells	GW09	3433	2634270	2056799	78.10%	PFC1
GW09_PFC1_sc25	Stem cells	GW09	3456	2811247	2221404	79.00%	PFC1
GW09_PFC1_sc26	Stem cells	GW09	3053	1834056	1435185	78.30%	PFC1
GW09_PFC1_sc27	Stem cells	GW09	3537	1031921	774650	75.10%	PFC1
GW09_PFC1_sc28	Neurons	GW09	2447	1532320	1199167	78.30%	PFC1
GW09_PFC1_sc29	Neurons	GW09	3465	2841555	2185520	76.90%	PFC1
GW09_PFC1_sc3	Stem cells	GW09	1787	955518	465396	48.70%	PFC1
GW09_PFC1_sc30	Neurons	GW09	3040	1056747	676789	64.00%	PFC1
GW09_PFC1_sc31	Neurons	GW09	3766	3653800	2925644	80.10%	PFC1
GW09_PFC1_sc32	GABAergic neurons	GW09	1961	1198253	806423	67.30%	PFC1
GW09_PFC1_sc33	Neurons	GW09	3283	1879003	1418153	75.50%	PFC1
GW09_PFC1_sc34	Stem cells	GW09	3007	1934813	1376602	71.10%	PFC1
GW09_PFC1_sc35	Stem cells	GW09	2976	1608305	1231611	76.60%	PFC1
GW09_PFC1_sc36	Stem cells	GW09	3026	2009673	1513170	75.30%	PFC1
GW09_PFC1_sc37	Stem cells	GW09	3234	758439	576069	76.00%	PFC1
GW09_PFC1_sc38	Neurons	GW09	2951	1940763	1490367	76.80%	PFC1
GW09_PFC1_sc39	Stem cells	GW09	2905	1850167	1399568	75.60%	PFC1
GW09_PFC1_sc4	Neurons	GW09	3718	2738124	2019697	73.80%	PFC1
GW09_PFC1_sc40	Stem cells	GW09	3006	2024982	1541608	76.10%	PFC1
GW09_PFC1_sc41	Stem cells	GW09	2595	1669092	1213844	72.70%	PFC1
GW09_PFC1_sc42	Stem cells	GW09	2157	817903	599804	73.30%	PFC1
GW09_PFC1_sc43	Neurons	GW09	3409	2360739	1837397	77.80%	PFC1
GW09_PFC1_sc44	Stem cells	GW09	2562	1413421	995990	70.50%	PFC1
GW09_PFC1_sc45	Stem cells	GW09	2724	1881020	1409093	74.90%	PFC1
GW09_PFC1_sc46	Neurons	GW09	3088	3334198	2358814	70.70%	PFC1
GW09_PFC1_sc47	Stem cells	GW09	2565	2061727	1540001	74.70%	PFC1
GW09_PFC1_sc48	Stem cells	GW09	3436	5297595	3083130	58.20%	PFC1
GW09_PFC1_sc49	Stem cells	GW09	2134	1157051	887895	76.70%	PFC1
GW09_PFC1_sc5	Stem cells	GW09	3532	1121099	805650	71.90%	PFC1
GW09_PFC1_sc50	Stem cells	GW09	1637	1422571	1013576	71.20%	PFC1
GW09_PFC1_sc51	Stem cells	GW09	2269	542711	424906	78.30%	PFC1
GW09_PFC1_sc52	GABAergic neurons	GW09	1355	923391	718621	77.80%	PFC1
GW09_PFC1_sc53	Stem cells	GW09	2108	1683046	1283007	76.20%	PFC1
GW09_PFC1_sc54	Neurons	GW09	2451	365344	205443	56.20%	PFC1
GW09_PFC1_sc55	Stem cells	GW09	2155	1254625	976386	77.80%	PFC1
GW09_PFC1_sc56	Neurons	GW09	3018	2570175	1986372	77.30%	PFC1
GW09_PFC1_sc57	Neurons	GW09	2599	948838	700397	73.80%	PFC1
GW09_PFC1_sc58	Neurons	GW09	2038	949337	705319	74.30%	PFC1
GW09_PFC1_sc59	Neurons	GW09	2475	2504900	1810219	72.30%	PFC1
GW09_PFC1_sc6	Neurons	GW09	3616	533096	386198	72.40%	PFC1
GW09_PFC1_sc60	GABAergic neurons	GW09	1759	902456	676651	75.00%	PFC1
GW09_PFC1_sc61	Neurons	GW09	2301	1900599	1226666	64.50%	PFC1
GW09_PFC1_sc62	Stem cells	GW09	3255	2618214	2037821	77.80%	PFC1
GW09_PFC1_sc63	Stem cells	GW09	1513	1239018	865728	69.90%	PFC1
GW09_PFC1_sc64	Stem cells	GW09	1854	1237217	766059	61.90%	PFC1
GW09_PFC1_sc65	Stem cells	GW09	2530	1877581	1375478	73.30%	PFC1
GW09_PFC1_sc66	Stem cells	GW09	1698	1102702	801011	72.60%	PFC1
GW09_PFC1_sc67	Stem cells	GW09	2302	948669	661759	69.80%	PFC1
GW09_PFC1_sc68	Neurons	GW09	2050	2009067	1547972	77.00%	PFC1
GW09_PFC1_sc69	Neurons	GW09	3489	2797689	2271988	81.20%	PFC1
GW09_PFC1_sc7	Neurons	GW09	2774	1584590	1161876	73.30%	PFC1
GW09_PFC1_sc70	Neurons	GW09	1670	1030360	752211	73.00%	PFC1
GW09_PFC1_sc71	Stem cells	GW09	1978	204489	108938	53.30%	PFC1
GW09_PFC1_sc72	Stem cells	GW09	2510	1664290	1196762	71.90%	PFC1
GW09_PFC1_sc73	Neurons	GW09	2517	1769579	1314584	74.30%	PFC1
GW09_PFC1_sc74	Stem cells	GW09	3417	1241905	57206	4.60%	PFC1
GW09_PFC1_sc75	Stem cells	GW09	1415	901388	694026	77.00%	PFC1
GW09_PFC1_sc76	Neurons	GW09	3231	1594386	1244674	78.10%	PFC1
GW09_PFC1_sc77	Stem cells	GW09	1596	1397641	1029097	73.60%	PFC1
GW09_PFC1_sc78	Neurons	GW09	1927	1709768	1287904	75.30%	PFC1
GW09_PFC1_sc79	Stem cells	GW09	2205	1781871	1267584	71.10%	PFC1
GW09_PFC1_sc8	Neurons	GW09	4282	1105673	713420	64.50%	PFC1
GW09_PFC1_sc80	Stem cells	GW09	1788	933847	635166	68.00%	PFC1
GW09_PFC1_sc81	Stem cells	GW09	2616	1607198	1187299	73.90%	PFC1
GW09_PFC1_sc82	Stem cells	GW09	2781	2311922	1747196	75.60%	PFC1
GW09_PFC1_sc83	Stem cells	GW09	2845	233882	132420	56.60%	PFC1
GW09_PFC1_sc84	Neurons	GW09	1604	1214267	896411	73.80%	PFC1
GW09_PFC1_sc85	Stem cells	GW09	2079	1239320	766994	61.90%	PFC1
GW09_PFC1_sc86	Neurons	GW09	2425	777720	587559	75.50%	PFC1
GW09_PFC1_sc87	Stem cells	GW09	1427	807357	629001	77.90%	PFC1
GW09_PFC1_sc88	Stem cells	GW09	2176	908645	638618	70.30%	PFC1
GW09_PFC1_sc9	Neurons	GW09	3161	2020569	1485112	73.50%	PFC1
GW10_PFC1_sc1	Neurons	GW10	3186	1849229	1471117	79.60%	PFC1
GW10_PFC1_sc11	Stem cells	GW10	2202	802960	653042	81.30%	PFC1
GW10_PFC1_sc12	Neurons	GW10	2738	1378540	1129847	82.00%	PFC1
GW10_PFC1_sc13	Neurons	GW10	2892	1302123	1034140	79.40%	PFC1
GW10_PFC1_sc14	Stem cells	GW10	2437	1235716	1004004	81.20%	PFC1
GW10_PFC1_sc15	Neurons	GW10	2990	1991639	1574486	79.10%	PFC1
GW10_PFC1_sc16	Neurons	GW10	3631	2675701	2175577	81.30%	PFC1
GW10_PFC1_sc17	Neurons	GW10	2934	2155558	1594273	74.00%	PFC1
GW10_PFC1_sc18	Neurons	GW10	2828	1733511	1407409	81.20%	PFC1
GW10_PFC1_sc19	Stem cells	GW10	2601	1243133	1014597	81.60%	PFC1
GW10_PFC1_sc2	GABAergic neurons	GW10	2343	808122	637037	78.80%	PFC1
GW10_PFC1_sc20	Neurons	GW10	2334	996195	818909	82.20%	PFC1
GW10_PFC1_sc21	Neurons	GW10	2562	1063241	877529	82.50%	PFC1
GW10_PFC1_sc22	Neurons	GW10	2209	1128092	929273	82.40%	PFC1
GW10_PFC1_sc24	Stem cells	GW10	4773	3827843	3176463	83.00%	PFC1
GW10_PFC1_sc25	Neurons	GW10	2818	1372639	1073907	78.20%	PFC1
GW10_PFC1_sc26	Neurons	GW10	3821	2314132	1879356	81.20%	PFC1
GW10_PFC1_sc27	Neurons	GW10	3645	1297837	1077073	83.00%	PFC1
GW10_PFC1_sc28	Stem cells	GW10	3148	1684521	1381765	82.00%	PFC1
GW10_PFC1_sc29	Stem cells	GW10	2151	1110222	926008	83.40%	PFC1
GW10_PFC1_sc3	Neurons	GW10	2992	1772722	1460838	82.40%	PFC1
GW10_PFC1_sc30	Stem cells	GW10	3141	1071250	876779	81.80%	PFC1
GW10_PFC1_sc31	Stem cells	GW10	2133	542495	438191	80.80%	PFC1
GW10_PFC1_sc32	Stem cells	GW10	3018	1521740	1263455	83.00%	PFC1
GW10_PFC1_sc33	Neurons	GW10	3955	1866805	960269	51.40%	PFC1
GW10_PFC1_sc34	Neurons	GW10	3628	2395344	1992672	83.20%	PFC1
GW10_PFC1_sc35	Neurons	GW10	2906	2366629	1879682	79.40%	PFC1
GW10_PFC1_sc36	Neurons	GW10	2233	863368	711171	82.40%	PFC1
GW10_PFC1_sc37	GABAergic neurons	GW10	2670	817546	673527	82.40%	PFC1
GW10_PFC1_sc38	Neurons	GW10	2753	1300022	1040048	80.00%	PFC1
GW10_PFC1_sc39	Stem cells	GW10	2817	1281520	1077294	84.10%	PFC1
GW10_PFC1_sc4	Stem cells	GW10	2295	1063560	848800	79.80%	PFC1
GW10_PFC1_sc40	Neurons	GW10	2675	1682926	1361848	80.90%	PFC1
GW10_PFC1_sc41	Neurons	GW10	2824	1703565	1391423	81.70%	PFC1
GW10_PFC1_sc42	Stem cells	GW10	3166	1952716	1415111	72.50%	PFC1
GW10_PFC1_sc43	Neurons	GW10	3581	2187272	1797545	82.20%	PFC1
GW10_PFC1_sc44	Neurons	GW10	3150	1874138	1316882	70.30%	PFC1
GW10_PFC1_sc45	Neurons	GW10	2497	914738	753875	82.40%	PFC1
GW10_PFC1_sc46	Stem cells	GW10	2369	791741	667748	84.30%	PFC1
GW10_PFC1_sc47	Neurons	GW10	2467	819791	683800	83.40%	PFC1
GW10_PFC1_sc49	Stem cells	GW10	3244	2261618	1908818	84.40%	PFC1
GW10_PFC1_sc5	Neurons	GW10	2843	1265643	1047598	82.80%	PFC1
GW10_PFC1_sc50	Neurons	GW10	3026	1935144	1616660	83.50%	PFC1
GW10_PFC1_sc6	Neurons	GW10	1768	527102	421837	80.00%	PFC1
GW10_PFC1_sc7	Neurons	GW10	3280	2290996	1884464	82.30%	PFC1
GW10_PFC1_sc8	Neurons	GW10	3862	1271181	1018293	80.10%	PFC1
GW10_PFC1_sc9	Neurons	GW10	2829	1927614	1334674	69.20%	PFC1
GW10_PFC2_sc1	Stem cells	GW10	4786	2188896	1331153	60.80%	PFC2
GW10_PFC2_sc10	Neurons	GW10	3847	687422	457399	66.50%	PFC2
GW10_PFC2_sc11	Stem cells	GW10	3863	1025872	745217	72.60%	PFC2
GW10_PFC2_sc12	Neurons	GW10	2955	704079	519424	73.80%	PFC2
GW10_PFC2_sc13	Stem cells	GW10	2262	638734	349473	54.70%	PFC2
GW10_PFC2_sc14	Neurons	GW10	3156	1032636	686789	66.50%	PFC2
GW10_PFC2_sc15	Neurons	GW10	3192	893400	604273	67.60%	PFC2
GW10_PFC2_sc16	Microglia	GW10	5973	5290485	3223670	60.90%	PFC2
GW10_PFC2_sc17	Neurons	GW10	2724	972871	602236	61.90%	PFC2
GW10_PFC2_sc19	Stem cells	GW10	2950	911066	574182	63.00%	PFC2
GW10_PFC2_sc2	Neurons	GW10	5774	3549720	2221958	62.60%	PFC2
GW10_PFC2_sc20	Neurons	GW10	2159	555079	373170	67.20%	PFC2
GW10_PFC2_sc21	Neurons	GW10	2817	737410	518505	70.30%	PFC2
GW10_PFC2_sc22	Neurons	GW10	2848	583591	424514	72.70%	PFC2
GW10_PFC2_sc23	Neurons	GW10	2804	596365	430141	72.10%	PFC2
GW10_PFC2_sc24	Neurons	GW10	3334	1054333	738600	70.10%	PFC2
GW10_PFC2_sc25	Neurons	GW10	2198	675360	412143	61.00%	PFC2
GW10_PFC2_sc26	GABAergic neurons	GW10	2603	654751	339376	51.80%	PFC2
GW10_PFC2_sc27	Neurons	GW10	3063	286706	182841	63.80%	PFC2
GW10_PFC2_sc29	Neurons	GW10	2573	587530	393583	67.00%	PFC2
GW10_PFC2_sc3	Stem cells	GW10	3478	1284597	803571	62.60%	PFC2
GW10_PFC2_sc30	Stem cells	GW10	6252	1561494	891472	57.10%	PFC2
GW10_PFC2_sc31	Stem cells	GW10	6957	7198225	3769583	52.40%	PFC2
GW10_PFC2_sc32	Stem cells	GW10	5856	2666944	1438203	53.90%	PFC2
GW10_PFC2_sc33	Stem cells	GW10	5976	6782566	3082890	45.50%	PFC2
GW10_PFC2_sc34	Stem cells	GW10	5251	4195518	2006705	47.80%	PFC2
GW10_PFC2_sc35	Stem cells	GW10	5043	2488695	1256149	50.50%	PFC2
GW10_PFC2_sc36	Stem cells	GW10	3136	925037	481411	52.00%	PFC2
GW10_PFC2_sc37	Stem cells	GW10	2634	727436	392085	53.90%	PFC2
GW10_PFC2_sc38	Stem cells	GW10	4293	2364451	1191929	50.40%	PFC2
GW10_PFC2_sc39	Stem cells	GW10	5497	944989	428352	45.30%	PFC2
GW10_PFC2_sc4	Neurons	GW10	3401	988419	693413	70.20%	PFC2
GW10_PFC2_sc40	Stem cells	GW10	4632	3258054	1560735	47.90%	PFC2
GW10_PFC2_sc41	Neurons	GW10	3028	1261204	641977	50.90%	PFC2
GW10_PFC2_sc42	Stem cells	GW10	2808	524406	326017	62.20%	PFC2
GW10_PFC2_sc43	Stem cells	GW10	1549	308895	176305	57.10%	PFC2
GW10_PFC2_sc44	Stem cells	GW10	2038	344025	239211	69.50%	PFC2
GW10_PFC2_sc45	Stem cells	GW10	5270	3208324	1767393	55.10%	PFC2
GW10_PFC2_sc46	Stem cells	GW10	4307	2242878	1141617	50.90%	PFC2
GW10_PFC2_sc47	Stem cells	GW10	4174	1402035	680450	48.50%	PFC2
GW10_PFC2_sc48	Stem cells	GW10	5657	6374958	2871004	45.00%	PFC2
GW10_PFC2_sc49	Neurons	GW10	3718	2452681	1613227	65.80%	PFC2
GW10_PFC2_sc5	Stem cells	GW10	2568	560193	398175	71.10%	PFC2
GW10_PFC2_sc50	Stem cells	GW10	2302	642465	428926	66.80%	PFC2
GW10_PFC2_sc51	Stem cells	GW10	3862	2894735	1722803	59.50%	PFC2
GW10_PFC2_sc52	Neurons	GW10	1315	226511	176314	77.80%	PFC2
GW10_PFC2_sc53	Neurons	GW10	2412	736780	552693	75.00%	PFC2
GW10_PFC2_sc54	Stem cells	GW10	3623	1395439	984067	70.50%	PFC2
GW10_PFC2_sc56	Neurons	GW10	2863	1518995	1010260	66.50%	PFC2
GW10_PFC2_sc57	Neurons	GW10	3640	2993987	1625618	54.30%	PFC2
GW10_PFC2_sc58	Stem cells	GW10	3970	1621940	901593	55.60%	PFC2
GW10_PFC2_sc59	Stem cells	GW10	2872	1661395	942248	56.70%	PFC2
GW10_PFC2_sc6	Neurons	GW10	3107	1173854	725381	61.80%	PFC2
GW10_PFC2_sc60	Stem cells	GW10	1678	532359	371741	69.80%	PFC2
GW10_PFC2_sc61	Neurons	GW10	2886	770119	564458	73.30%	PFC2
GW10_PFC2_sc62	Stem cells	GW10	4008	2802039	1534785	54.80%	PFC2
GW10_PFC2_sc63	Stem cells	GW10	2682	2818759	1250297	44.40%	PFC2
GW10_PFC2_sc64	Neurons	GW10	3540	3545971	1857608	52.40%	PFC2
GW10_PFC2_sc65	Stem cells	GW10	4961	8407474	4056642	48.30%	PFC2
GW10_PFC2_sc66	Stem cells	GW10	3153	2813160	1375622	48.90%	PFC2
GW10_PFC2_sc67	Neurons	GW10	2833	1269923	829794	65.30%	PFC2
GW10_PFC2_sc68	Neurons	GW10	2224	898856	565534	62.90%	PFC2
GW10_PFC2_sc69	Stem cells	GW10	3337	5300867	2417894	45.60%	PFC2
GW10_PFC2_sc70	Stem cells	GW10	3984	4187613	2158774	51.60%	PFC2
GW10_PFC2_sc71	Neurons	GW10	3182	2088638	1153282	55.20%	PFC2
GW10_PFC2_sc72	Neurons	GW10	2622	1829539	1027720	56.20%	PFC2
GW10_PFC2_sc73	GABAergic neurons	GW10	1973	569625	405355	71.20%	PFC2
GW10_PFC2_sc74	Neurons	GW10	5653	9033906	5983003	66.20%	PFC2
GW10_PFC2_sc75	Neurons	GW10	2153	152742	98135	64.20%	PFC2
GW10_PFC2_sc76	Stem cells	GW10	2204	566427	407897	72.00%	PFC2
GW10_PFC2_sc77	Neurons	GW10	3024	938352	678209	72.30%	PFC2
GW10_PFC2_sc78	Stem cells	GW10	2676	648393	157723	24.30%	PFC2
GW10_PFC2_sc79	Stem cells	GW10	2217	721024	457550	63.50%	PFC2
GW10_PFC2_sc8	Stem cells	GW10	4581	2323903	1489015	64.10%	PFC2
GW10_PFC2_sc80	Neurons	GW10	3539	1532110	857910	56.00%	PFC2
GW10_PFC2_sc81	Neurons	GW10	1894	723725	454565	62.80%	PFC2
GW10_PFC2_sc82	Neurons	GW10	2204	1194264	737044	61.70%	PFC2
GW10_PFC2_sc83	Neurons	GW10	1613	540857	293657	54.30%	PFC2
GW10_PFC2_sc84	Neurons	GW10	1768	490016	330138	67.40%	PFC2
GW10_PFC2_sc85	Neurons	GW10	2069	664262	468763	70.60%	PFC2
GW10_PFC2_sc86	Neurons	GW10	2585	898420	634237	70.60%	PFC2
GW10_PFC2_sc87	Neurons	GW10	2351	341224	183560	53.80%	PFC2
GW10_PFC2_sc88	GABAergic neurons	GW10	1668	1136490	637909	56.10%	PFC2
GW10_PFC2_sc89	Neurons	GW10	3248	2393262	1297995	54.20%	PFC2
GW10_PFC2_sc9	Neurons	GW10	4501	2392645	1460375	61.00%	PFC2
GW10_PFC2_sc90	Microglia	GW10	4348	2455568	1222718	49.80%	PFC2
GW10_PFC2_sc91	GABAergic neurons	GW10	1503	528610	324670	61.40%	PFC2
GW10_PFC2_sc92	Stem cells	GW10	3500	1633262	968919	59.30%	PFC2
GW10_PFC2_sc93	Neurons	GW10	2732	1353747	836286	61.80%	PFC2
GW10_PFC2_sc94	Neurons	GW10	2551	1635638	923935	56.50%	PFC2
GW10_PFC2_sc95	Stem cells	GW10	2074	356876	198373	55.60%	PFC2
GW10_PFC2_sc96	Neurons	GW10	2499	1479119	893255	60.40%	PFC2
GW10_PFC3_sc1	Stem cells	GW10	3903	3597510	2446705	68.00%	PFC3
GW10_PFC3_sc10	Neurons	GW10	1616	1054285	733372	69.60%	PFC3
GW10_PFC3_sc11	Neurons	GW10	1500	346347	221986	64.10%	PFC3
GW10_PFC3_sc12	Stem cells	GW10	3319	2532418	2025846	80.00%	PFC3
GW10_PFC3_sc13	Stem cells	GW10	1957	1356461	970806	71.60%	PFC3
GW10_PFC3_sc14	Neurons	GW10	2784	329518	185549	56.30%	PFC3
GW10_PFC3_sc15	Stem cells	GW10	2128	1920934	1138268	59.30%	PFC3
GW10_PFC3_sc16	Neurons	GW10	2446	2090194	1427566	68.30%	PFC3
GW10_PFC3_sc17	Stem cells	GW10	3714	1765999	1163237	65.90%	PFC3
GW10_PFC3_sc18	Stem cells	GW10	1916	1082290	773910	71.50%	PFC3
GW10_PFC3_sc19	Stem cells	GW10	1854	1016737	669491	65.80%	PFC3
GW10_PFC3_sc2	GABAergic neurons	GW10	3032	1666473	1083940	65.00%	PFC3
GW10_PFC3_sc20	Stem cells	GW10	2626	2967550	1674915	56.40%	PFC3
GW10_PFC3_sc21	Stem cells	GW10	2829	2068789	1397597	67.60%	PFC3
GW10_PFC3_sc22	Neurons	GW10	1853	1130805	781662	69.10%	PFC3
GW10_PFC3_sc23	Stem cells	GW10	2205	1624771	1007124	62.00%	PFC3
GW10_PFC3_sc24	Neurons	GW10	2626	1799276	1184054	65.80%	PFC3
GW10_PFC3_sc25	Neurons	GW10	4218	5181893	3478264	67.10%	PFC3
GW10_PFC3_sc26	Stem cells	GW10	3655	3574068	2501215	70.00%	PFC3
GW10_PFC3_sc27	Neurons	GW10	3472	2123522	1466919	69.10%	PFC3
GW10_PFC3_sc28	Neurons	GW10	2603	1853038	1405616	75.90%	PFC3
GW10_PFC3_sc29	Neurons	GW10	2876	2083909	1626974	78.10%	PFC3
GW10_PFC3_sc3	Neurons	GW10	2970	2125117	1459409	68.70%	PFC3
GW10_PFC3_sc30	Stem cells	GW10	2889	1795453	1264402	70.40%	PFC3
GW10_PFC3_sc32	Neurons	GW10	3087	2499099	1814040	72.60%	PFC3
GW10_PFC3_sc33	Neurons	GW10	2337	1673867	1204246	71.90%	PFC3
GW10_PFC3_sc34	Stem cells	GW10	3308	1179171	105230	8.90%	PFC3
GW10_PFC3_sc35	Stem cells	GW10	4640	5988128	3849872	64.30%	PFC3
GW10_PFC3_sc36	Stem cells	GW10	3453	1117382	721634	64.60%	PFC3
GW10_PFC3_sc37	Stem cells	GW10	3022	3348216	2386568	71.30%	PFC3
GW10_PFC3_sc38	Neurons	GW10	4011	6015396	3983995	66.20%	PFC3
GW10_PFC3_sc39	Stem cells	GW10	3008	2530039	1571996	62.10%	PFC3
GW10_PFC3_sc4	Stem cells	GW10	1980	157855	63582	40.30%	PFC3
GW10_PFC3_sc40	Stem cells	GW10	2548	784001	535687	68.30%	PFC3
GW10_PFC3_sc41	Stem cells	GW10	3976	3878764	2593261	66.90%	PFC3
GW10_PFC3_sc42	Stem cells	GW10	4679	6390863	4308886	67.40%	PFC3
GW10_PFC3_sc43	Stem cells	GW10	2560	762511	384128	50.40%	PFC3
GW10_PFC3_sc44	Stem cells	GW10	4770	7848156	4642729	59.20%	PFC3
GW10_PFC3_sc45	Stem cells	GW10	3679	3401092	2047106	60.20%	PFC3
GW10_PFC3_sc46	Stem cells	GW10	1610	201394	89282	44.30%	PFC3
GW10_PFC3_sc47	Stem cells	GW10	2396	1455433	1080821	74.30%	PFC3
GW10_PFC3_sc48	Stem cells	GW10	3702	4234974	2549623	60.20%	PFC3
GW10_PFC3_sc5	Neurons	GW10	3187	3490529	2377238	68.10%	PFC3
GW10_PFC3_sc6	Neurons	GW10	3180	2532502	1810860	71.50%	PFC3
GW10_PFC3_sc7	Neurons	GW10	3069	2885838	1854846	64.30%	PFC3
GW10_PFC3_sc8	Neurons	GW10	3629	4030215	2835039	70.30%	PFC3
GW10_PFC3_sc9	Stem cells	GW10	3944	3364229	2202796	65.50%	PFC3
GW12_PFC1_sc1	Neurons	GW12	2969	1387517	1051057	75.80%	PFC1
GW12_PFC1_sc10	Stem cells	GW12	2763	1350669	1014973	75.10%	PFC1
GW12_PFC1_sc11	Neurons	GW12	3211	832381	534923	64.30%	PFC1
GW12_PFC1_sc12	Neurons	GW12	2741	1391933	964987	69.30%	PFC1
GW12_PFC1_sc13	Neurons	GW12	2663	1117931	555815	49.70%	PFC1
GW12_PFC1_sc14	Stem cells	GW12	2711	1414448	1029160	72.80%	PFC1
GW12_PFC1_sc15	Neurons	GW12	2542	1637547	1101885	67.30%	PFC1
GW12_PFC1_sc16	GABAergic neurons	GW12	2935	834434	659008	79.00%	PFC1
GW12_PFC1_sc17	Neurons	GW12	3739	2405033	1921094	79.90%	PFC1
GW12_PFC1_sc18	Stem cells	GW12	3265	1666909	1230722	73.80%	PFC1
GW12_PFC1_sc19	Neurons	GW12	2779	1686092	1356283	80.40%	PFC1
GW12_PFC1_sc2	GABAergic neurons	GW12	3285	2082878	1502387	72.10%	PFC1
GW12_PFC1_sc20	Stem cells	GW12	2278	547162	397248	72.60%	PFC1
GW12_PFC1_sc21	Neurons	GW12	2381	541806	432690	79.90%	PFC1
GW12_PFC1_sc22	Neurons	GW12	2552	1125610	909526	80.80%	PFC1
GW12_PFC1_sc24	Neurons	GW12	2783	1329097	1074163	80.80%	PFC1
GW12_PFC1_sc25	Neurons	GW12	2562	1698622	1254167	73.80%	PFC1
GW12_PFC1_sc26	Neurons	GW12	2196	1146099	895908	78.20%	PFC1
GW12_PFC1_sc27	Stem cells	GW12	2672	1289033	1039327	80.60%	PFC1
GW12_PFC1_sc28	Stem cells	GW12	3230	933810	708095	75.80%	PFC1
GW12_PFC1_sc29	Neurons	GW12	2807	1467630	1204113	82.00%	PFC1
GW12_PFC1_sc3	Neurons	GW12	3139	1754639	1276087	72.70%	PFC1
GW12_PFC1_sc30	Neurons	GW12	2661	998421	743268	74.40%	PFC1
GW12_PFC1_sc31	Neurons	GW12	2596	688072	510416	74.20%	PFC1
GW12_PFC1_sc32	Neurons	GW12	2448	2339378	1040742	44.50%	PFC1
GW12_PFC1_sc33	Neurons	GW12	1740	776104	591213	76.20%	PFC1
GW12_PFC1_sc35	Stem cells	GW12	2379	783396	569150	72.70%	PFC1
GW12_PFC1_sc36	Neurons	GW12	3259	1255524	985686	78.50%	PFC1
